"CountryCode","SeriesCode","DESCRIPTION",
"ABW","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ABW","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ABW","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ABW","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ABW","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ABW","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"AFG","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"AFG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"AFG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"AFG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"AFG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"AFG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"AFG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"AGO","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"AGO","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"AGO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"AGO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"AGO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"AGO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ALB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ALB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ALB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ALB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ALB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ALB","SP.POP.TOTL","Data sources : Institute of Statistics, Eurostat",
"AND","SP.DYN.CBRT.IN","Data sources : Eurostat",
"AND","SP.DYN.CDRT.IN","Data sources : Eurostat",
"AND","SP.DYN.TFRT.IN","Data sources : Eurostat",
"AND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ARE","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ARE","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ARE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ARE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ARE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ARE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ARG","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"ARG","SG.NOD.CONS","There is no nondiscrimination provision.",
"ARG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ARG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ARG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ARG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ARG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ARG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ARM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ARM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ARM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ARM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ARM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ARM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ASM","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"ASM","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"ASM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ATG","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"ATG","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"ATG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ATG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ATG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ATG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"AUS","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"AUS","SG.NOD.CONS","There is no nondiscrimination provision.",
"AUS","SG.OBT.IDCD.MR","There is no national identity card.",
"AUS","SG.POP.MIGR.FE.ZS","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SH.MMR.LEVE","Paid parental leave is available",
"AUS","SH.MMR.WAGE.ZS","Paid parental leave is available",
"AUS","SP.ADO.TFRT","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.DYN.CBRT.IN","Data sources : Australian Bureau of Statistics",
"AUS","SP.DYN.CDRT.IN","Data sources : Australian Bureau of Statistics",
"AUS","SP.DYN.LE00.FE.IN","Data sources : Australian Bureau of Statistics",
"AUS","SP.DYN.LE00.MA.IN","Data sources : Australian Bureau of Statistics",
"AUS","SP.DYN.TFRT.IN","Data sources : Australian Bureau of Statistics",
"AUS","SP.POP.0014.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.1564.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.65UP.TO.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUS","SP.POP.AG00.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG00.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG01.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG01.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG02.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG02.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG03.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG03.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG04.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG04.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG05.FE.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.AG05.MA.IN","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.BRTH.MF","Including Christmas Island, Cocos (Keeling) Islands and Norfolk Island.",
"AUS","SP.POP.TOTL","Data sources : Australian Bureau of Statistics",
"AUS","SP.POP.TOTL.FE.ZS","Including Other Territories comprising Jervis Bay Territory, Christmas Island and the Cocos (Keeling) Islands. ",
"AUT","SG.NOD.CONS","There is no nondiscrimination provision.",
"AUT","SP.DYN.CBRT.IN","Data sources : Eurostat",
"AUT","SP.DYN.CDRT.IN","Data sources : Eurostat",
"AUT","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistik Austria",
"AUT","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistik Austria",
"AUT","SP.DYN.TFRT.IN","Data sources : Eurostat",
"AUT","SP.POP.TOTL","Data sources : Eurostat",
"AZE","SG.NOD.CONS","There is no nondiscrimination provision.",
"AZE","SG.POP.MIGR.FE.ZS","Including Nagorno-Karabakh.",
"AZE","SP.ADO.TFRT","Including Nagorno-Karabakh.",
"AZE","SP.DYN.CBRT.IN","Data sources : State Statistical Committee, United Nations World Population Prospects",
"AZE","SP.DYN.CDRT.IN","Data sources : State Statistical Committee, United Nations World Population Prospects",
"AZE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"AZE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"AZE","SP.DYN.TFRT.IN","Data sources : State Statistical Committee, Eurostat, United Nations World Population Prospects",
"AZE","SP.POP.AG00.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG00.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG01.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG01.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG02.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG02.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG03.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG03.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG04.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG04.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG05.FE.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.AG05.MA.IN","Including Nagorno-Karabakh.",
"AZE","SP.POP.BRTH.MF","Including Nagorno-Karabakh.",
"AZE","SP.POP.TOTL","Data sources : Eurostat, State Statistical Committee, United Nations World Population Prospects",
"BDI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BDI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BDI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BDI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BDI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BDI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BEL","SP.DYN.CBRT.IN","Data sources : Eurostat, National Institute of Statistics",
"BEL","SP.DYN.CDRT.IN","Data sources : Eurostat, National Institute of Statistics",
"BEL","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"BEL","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"BEL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"BEL","SP.POP.TOTL","Data sources : Eurostat",
"BEN","SG.NOD.CONS","There is no nondiscrimination provision.",
"BEN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BEN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BFA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BFA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BFA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BFA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BFA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BFA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BGD","SG.GEN.PARL.ZS","In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008.",
"BGD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BGD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BGD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BGD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BGD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BGD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BGR","SG.NOD.CONS","There is no nondiscrimination provision.",
"BGR","SP.DYN.CBRT.IN","Data sources : Eurostat, National Statistical Institute",
"BGR","SP.DYN.CDRT.IN","Data sources : Eurostat, National Statistical Institute",
"BGR","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"BGR","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"BGR","SP.DYN.TFRT.IN","Data sources : Eurostat",
"BGR","SP.POP.TOTL","Data sources : Eurostat",
"BHR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BHR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BHR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BHR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BHR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BHR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BHS","SG.OBT.IDCD.MR","There is no national identity card.",
"BHS","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BHS","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BHS","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BHS","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BHS","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BHS","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BIH","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BIH","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BIH","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BIH","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BIH","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BIH","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BLR","SG.OBT.IDCD.MR","There is no national identity card.",
"BLR","SP.DYN.CBRT.IN","Data sources : Eurostat, TransMONEE, United Nations World Population Prospects",
"BLR","SP.DYN.CDRT.IN","Data sources : Eurostat, TransMONEE, United Nations World Population Prospects",
"BLR","SP.DYN.LE00.FE.IN","Data sources : Statistical Year Book; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research; Eurostat; TransMONEE",
"BLR","SP.DYN.LE00.MA.IN","Data sources : Statistical Year Book; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research; Eurostat; TransMONEE",
"BLR","SP.DYN.TFRT.IN","Data sources : Eurostat, Center for Demography and Human Ecology, United Nations World Population Prospects",
"BLR","SP.POP.TOTL","Data sources : National Statistical Committee of the Republic of Belarus",
"BLZ","SG.OBT.IDCD.MR","There is no national identity card.",
"BLZ","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BLZ","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BLZ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BLZ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BLZ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BLZ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BMU","SP.DYN.CBRT.IN","Data sources : Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.CDRT.IN","Data sources : Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.FE.IN","Data sources : Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.MA.IN","Data sources : Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.TFRT.IN","Data sources : Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.POP.TOTL","Data sources : Bermuda Government Department of Statistics",
"BOL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BOL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BOL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BOL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BOL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BOL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BRA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BRA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BRA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BRA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BRA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BRA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BRB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BRB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BRB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BRB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BRB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BRB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BRN","SG.NOD.CONS","There is no nondiscrimination provision.",
"BRN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BRN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BRN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BRN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BRN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BRN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BTN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BTN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BTN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BTN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BTN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BTN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"BWA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"BWA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"BWA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"BWA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"BWA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"BWA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CAF","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CAF","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CAF","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CAF","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CAF","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CAF","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CAN","SG.OBT.IDCD.MR","There is no national identity card.",
"CAN","SP.DYN.CBRT.IN","Data sources : Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","SP.DYN.CDRT.IN","Data sources : Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","SP.DYN.LE00.FE.IN","Data sources : Statistics Canada, United Nations World Population Prospects",
"CAN","SP.DYN.LE00.MA.IN","Data sources : Statistics Canada, United Nations World Population Prospects",
"CAN","SP.DYN.TFRT.IN","Data sources : Statistics Canada, United Nations World Population Prospects",
"CAN","SP.POP.TOTL","Data sources : Statistics Canada",
"CHE","SP.DYN.CBRT.IN","Data sources : Eurostat",
"CHE","SP.DYN.CDRT.IN","Data sources : Eurostat",
"CHE","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Swiss Federal Statistical Office",
"CHE","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Swiss Federal Statistical Office",
"CHE","SP.DYN.TFRT.IN","Data sources : Eurostat",
"CHE","SP.POP.TOTL","Data sources : Eurostat",
"CHI","SG.POP.MIGR.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG00.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG00.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG01.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG01.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG02.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG02.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG03.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG03.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG04.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG04.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG05.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG05.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHI","SP.POP.TOTL.FE.ZS","Refers to Guernsey, and Jersey.",
"CHL","SG.NOD.CONS","There is no nondiscrimination provision.",
"CHL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CHN","SG.NOD.CONS","There is no nondiscrimination provision.",
"CHN","SG.POP.MIGR.FE.ZS","For statistical purposes, the data for China do not include Hong Kong and Macao, Special Administrative Regions (SAR) of China.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.DYN.CBRT.IN","Data sources : National Bureau of Statistics",
"CHN","SP.DYN.CDRT.IN","Data sources : National Bureau of Statistics",
"CHN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CHN","SP.POP.0014.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.1564.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.65UP.TO.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CHN","SP.POP.AG00.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG00.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG01.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG01.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG02.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG02.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG03.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG03.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG04.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG04.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG05.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG05.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL","Data sources : National Bureau of Statistics",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, Macao SAR, Taiwan.",
"CIV","SG.NOD.CONS","There is no nondiscrimination provision.",
"CIV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CIV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"CMR","SG.NOD.CONS","There is no nondiscrimination provision.",
"CMR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"CMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"COG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"COL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects, DHS 2010",
