Series Name,Series Code,Country,Country Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Upper middle income,UMC,..,..,..,..,..,..,..,66.6,..,..,65.4,..,..,60.7,..,..,60.9,..,..,57.8,..,..,51.6,..,..,48.5,..,..,40.6,..,..,31,..,..,24.1,..,20.2,17,15,10.3,..,7.4,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Uruguay,URY,..,..,..,..,..,..,..,3.3,..,..,..,..,..,..,..,2.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.7,2.9,1.8,1.8,1.3,1,1.1,0.8,0.7,0.6,0.5,0.4,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.5,..,86.7,..,85.9,86.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.2,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,"Venezuela, RB",VEN,..,..,..,..,..,..,..,17.1,..,..,..,..,..,18.7,..,13.4,..,..,11.3,..,..,22.9,..,..,24.7,25.3,..,23.5,32.9,39.6,34.2,29,17.8,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,..,..,..,..,..,71.2,..,..,..,70.8,..,60,..,51.3,..,46.7,..,17.3,..,13.4,..,11.4,..,8.4,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,5.7,4.3,7.8,..,3.1,3.7,3.4,..,..,..,..,5,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,World,WLD,..,..,..,..,..,..,..,56.9,..,..,56.9,..,..,55.3,..,..,55.2,..,..,54.6,..,..,51.7,..,..,50.6,..,..,47.1,..,..,42.2,..,..,38.3,..,35.2,32.8,31.3,28.8,..,26.2,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.9,..,..,..,..,..,..,38.8,..,..,..,..,..,..,..,..,52.2,..,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.2,..,73.9,..,..,64.7,..,65.6,..,..,..,76.3,..,75.1,..,77.7,..,..,..,79.7,..,..,..,..,74.3,..,..,..
Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.2,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.5,..,..,..,..,..,54.1,..,..,42.6,..,..,35.8,..,..,..,39.1,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.6,..,..,..,..,..,..,55.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.2,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.1,..,..,..,..,..,..,..,79.4,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Argentina,ARG,..,..,..,..,..,..,5.5,..,..,..,..,..,4.9,8.3,..,..,..,14.2,14.9,15,15.7,20.5,22.3,21.3,23.2,24.2,26.3,31,44.2,30.3,25.9,21.7,17.5,16.6,14.9,13.8,11.1,8.9,8.5,8.3,9.1,..,7.8,7.1,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.2,..,84.4,83.5,83,74.4,68.7,64,57.1,53.6,62.1,63.4,60.8,56.5,54.6,52.3,48.3,43.5,50,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Australia,AUS,..,..,..,..,..,..,..,1.7,..,..,..,1.7,..,..,..,1.5,..,..,..,..,..,1.7,..,..,..,..,..,1.5,..,1.5,1,..,..,..,0.7,..,0.7,..,..,..,1.2,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.2,0.5,0.5,0.7,1,1,0.7,1,1,0.5,0.7,0.9,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.5,..,..,..,..,..,53,17.9,18.8,15.3,8.2,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,95.9,..,94.1,..,..,95.5,..,..,96.9,..,..,..,92.7,..,..,..,..,91.6,..,..,..,..,89.3,..,..,..,..,87.7,..,..,..,..,..,84.5,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.8,71.4,65.2,49,42,38.3,26.8,16.6,11.3,7.2,5.3,5,3.4,2.5,1.1,0.7,0.4,0.9,0.7,0.8,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,0.2,0.5,0.5,0.2,0.2,0.2,0.5,0.5,0.5,0.5,0.2,0.2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.4,52.5,..,57.8,57.9,56.4,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,..,..,..,..,..,..,..,90,..,..,..,90.6,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.8,..,..,..,61.3,..,..,..,..,43.9,..,..,..,..,38.6,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.7,..,..,..,..,..,..,52.6,..,54.8,62.1,57.4,59.6,..,53.1,52.1,48.1,46.4,39.2,35.1,..,28.3,28.3,26,24.9,25.6,25,24.7,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.8,..,..,4.1,..,..,2.9,..,..,..,3.9,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,81.6,..,..,..,..,..,..,..,76,..,..,..,..,..,..,..,..,66.7,..,..,..,..,..,..,57.5,..,..,..,..,..,60.4,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Brazil,BRA,..,..,..,..,..,..,..,60.3,60,66.6,66.6,61.5,42.4,52.9,55,52.2,57.8,..,58.2,56.8,..,45,45.7,45.7,44.6,45.9,..,41.3,40.4,41.7,40.3,38.1,34.2,32.1,28.9,27.4,..,24,20.8,19.5,17.9,19.4,20.7,21,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5,11.5,8.5,8.4,11,11.2,11,11.2,8.7,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2,..,..,..,96.3,..,..,..,..,93.1,..,..,..,..,..,94.2,..,..,..,..,92.3,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.9,..,..,..,..,..,98,..,..,..,..,..,..,..,98.3,..,..,..,..,..,..,96.8,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63,..,..,..,..,..,53.1,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.7,..,..,..,..,79.5,..,..,..,..,..,79.6,..,..,..,..,..,..,68.9,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,93.5,..,..,..,..,..,..,92.5,..,..,..,92.8,..,..,..,..,..,..,94.1,..,..,..,..,..,92.1,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.1,..,..,71.2,..,..,..,70.4,..,..,..,..,67.9,..,..,57.9,..,56.2,..,..,..,57.1,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.1,..,..,..,..,80,..,..,..,68.1,..,..,..,..,75.8,..,..,..,75.3,..,72.5,..,70.3,..,..,61.9,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76,..,84.2,..,..,83.1,..,..,..,..,..,..,..,88.2,..,..,..,..,..,..,..,..,..,86.5,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Canada,CAN,..,..,..,..,..,..,..,1.2,..,..,..,..,..,0.7,..,..,..,0.5,..,..,0.5,..,..,1,1,..,0.7,..,..,..,0.7,..,..,0.5,..,..,0.5,..,..,1,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.8,..,..,..,..,..,..,..,..,..,..,95.3,..,..,..,..,92.8,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96,..,..,..,..,..,..,..,86.2,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,52.8,..,..,46.1,..,39.8,..,36.9,..,31.2,..,29.1,..,31,..,..,30.3,..,..,23.3,..,..,20.5,..,16.4,..,10.1,..,10.1,..,6.4,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3,..,..,96.3,..,..,92.3,..,..,88.9,..,..,80.6,..,..,70.5,..,..,60.6,..,53.4,49.2,44.3,36.3,31.5,27.2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47,..,..,..,55.2,..,..,58.3,53.7,60.5,53.2,50.9,50.8,46.7,..,..,42.3,41.1,38.3,35.2,34,32,29.8,28.7,28.5,27.6,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.6,..,..,..,..,..,..,..,..,62.7,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7,..,..,..,..,..,..,..,97.7,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.4,..,..,..,..,..,82.4,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Costa Rica,CRI,..,..,..,..,..,..,..,65.5,..,..,..,..,54.7,..,..,42.4,39.9,44.5,41,35,30.2,31.8,34.9,32.2,27.2,30,30,23.2,22.3,21.8,22.6,20.3,20,15.9,15.5,15.2,12.9,13.2,12.3,12.3,11.9,11.5,10.7,9.7,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,45.9,50.1,56.5,67.3,..,..,..,77.6,..,..,78.4,..,..,82.1,..,..,..,81,..,..,..,..,..,80.8,..,..,..,..,..,..,82.3,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,6.2,7,7.2,7.2,6.2,5.5,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0.2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,0.8,..,..,..,..,..,..,..,1.2,0.7,0.7,0.5,0.5,0.7,0.7,0.7,0.7,0.4,0.7,0.4,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.5,0.5,0.2,0.5,0.7,1,0.2,0.7,0.2,0.7,0.7,0.5,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.1,..,..,..,..,..,..,..,..,..,68.6,75,..,..,..,70.6,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,28.4,..,..,54.7,..,..,40.7,..,..,..,32,29.6,..,..,30.2,30.1,30.6,38.5,45.7,36.8,33.6,33.3,34.4,31.7,31.7,31,30.7,29.8,25.1,21.7,19.9,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,East Asia & Pacific,EAS,..,..,..,..,..,..,..,97.1,..,..,96.8,..,..,96.1,..,..,95.2,..,..,93.2,..,..,89.3,..,..,86.9,..,..,79.8,..,..,71.6,..,..,63.7,..,56.1,52.3,48.6,42.4,..,34.8,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,55.2,..,..,..,..,..,..,60.7,..,..,..,60.8,63.4,72.7,..,..,53.3,54.6,46.9,41.2,40.4,38.2,38.2,34.3,30.2,27.5,26.9,23.8,24.7,23.9,23.2,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.7,..,60.1,..,..,..,50.9,52.6,..,52.2,49.9,44.6,46.2,46.5,47.2,45,45.1,42.4,39.2,43.4,42.2,41.3,41.3,38.9,35,34.9,31.8,30.7,29,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.5,..,..,..,..,..,..,..,..,..,13.5,9.2,6,3.7,2.5,2.2,3.2,4.2,3.7,3.7,3.7,3.2,2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,..,..,..,..,..,85.1,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.4,..,..,..,97.6,..,..,..,..,95.6,..,..,..,..,..,93.1,..,..,..,..,85,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4,..,..,41.6,..,..,44.7,..,..,35,..,..,26.5,..,..,17.1,..,16.4,15.4,15,14,..,14,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.8,..,..,..,..,..,50.9,..,..,..,..,48.6,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,83.1,..,..,85.1,..,..,85.6,..,..,86.1,..,..,88.4,..,..,87.2,..,..,84.2,..,..,84.8,..,..,84.4,..,..,82.2,..,80.1,80.1,79.3,78.9,..,78.8,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.1,..,..,..,..,..,..,..,..,..,..,..,32.2,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.2,..,..,..,..,86.8,..,..,..,..,..,..,80.4,..,..,..,..,72.5,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1,64.9,64.7,72.2,74.1,76.5,63.2,62.8,59.3,61.7,62.6,64.9,60.5,60.3,61.2,59.5,55.4,49.9,46.2,45.3,44,43.6,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,..,..,0.5,0.5,..,..,0.2,..,0.2,0.2,1.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,..,0.2,..,0.2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,94,92.8,..,..,93.1,..,..,..,..,..,..,85.4,..,..,..,..,..,..,77.1,..,..,..,..,..,..,60.5,..,..,..,56.9,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,1.7,1.5,2,1.7,1.2,1.5,2.2,4.7,6.2,7,7,6.7,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,84.8,..,..,72.8,..,..,..,..,..,..,..,..,49.9,..,44.8,..,..,..,..,..,43.4,..,..,..,..,..,..,..,48.8,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,89.2,..,..,..,..,..,..,..,94.9,..,..,..,..,94.7,..,..,..,..,92.3,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.2,..,95.3,..,..,..,..,..,..,..,..,95.8,..,..,..,..,..,..,..,93.4,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.4,..,..,..,..,..,56.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.9,..,..,..,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,High income,HIC,..,..,..,..,..,..,..,4.1,..,..,3.8,..,..,3.3,..,..,3.3,..,..,4,..,..,5.1,..,..,3.2,..,..,4,..,..,2.9,..,..,2.2,..,2.2,2.2,2.1,2.1,..,2,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.6,81.7,78.3,75.4,68.4,68.4,69.7,71.7,63.8,63.6,65.2,..,55,60.3,63.9,63.2,60.8,55.2,52.9,49.9,46.8,49.9,52.3,57.1,55.3,53.9,53.8,50.4,52.6,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,..,12.2,..,..,..,2.1,..,..,..,..,..,..,..,..,..,..,3,4.7,2,1.7,1.5,1.5,2.5,2.7,4.5,4.5,3.2,2.7,..,..,..
Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,..,..,..,..
